ToolTips/CountryHelpLong;Text;Don't touch <style> tag;<style=Important>Higher taxes</style> means lower profits, a <style=Important>higher level of education</style> provides easier access to better employees. <style=Important>Higher employee salaries</style> mean higher company maintenance costs, <style=Important>higher yerba popularity</style> makes it easier to sell yerba in your country. In addition, selling yerba in the country where your company is located is free and provides higher profits.;<style=Important>Wy?sze podatki</style> to mniejsze zyski, <style=Important>wy?szy poziom edukacji</style> zapewnia ?atwiejszy dost?p do lepszych pracowników. <style=Important>Wy?sze pensje pracowników</style> to wy?sze koszty utrzymania firmy, <style=Important>wy?sza popularno?? yerby</style> to wi?ksza sprzeda? yerby w danym kraju. Dodatkowo sprzeda? yerby w kraju, w którym znajduje si? twoja firma, jest darmowa, zapewnia wi?ksze zyski.;<style=Important>Mayores impuestos</style> significan menores ganancias, un <style=Important>mayor nivel de educación</style> proporciona acceso a mejores trabajadores. <style=Important>Salarios mas altos</style> significan mayores costos de mantenimiento para la compania, <style=Important>mayor popularidad de yerba</style> hace que sea más facil vender yerba en tu país. Es más, vender yerba en el país donde esta localizada tu compania es gratis  y da mayores beneficios.;
ToolTips/CountryHelpShort;Text;;Countries have their strengths and weaknesses, some countries are better for start and others are worse.;Kraje maj? swoje mocne i s?abe strony, jedne kraje s? lepsze na start, a inne gorsze.;Los paises tienen sus virtudes y defectos, algunos paises son mejores para empezar y otros peores.;
ToolTips/PolandTaxJoke;Text;;We won't tax everything, but it is worth trying!;Wszystkiego nie opodatkujemy, ale próbowa? WARTO!;No vamos a ponerle impuestos a todo, ¡pero vale la pena intentar!;
ToolTips/YerbaPrepareSpecializationHelpShort;Text;;In the game you can prepare yerba <style=Important>cold and warm</style>, you can choose your specialization <style=Important>(more experience at the start), you can still prepare yerba with a different specialization.</style>;W grze mo?na przyrz?dza? yerbe na <style=Important>zimno i ciep?o</style>, mo?esz wybra? swoja specjalizacje <style=Important>(wi?ksze do?wiadczenie na start), nadal mo?na przyrz?dza? yerby o innej specjalizacji.</style>;En el juego puedes preparar yerba <style=Important>fria y calida</style>, puedes elegir tu especialización <style=Important>(mas experiencia al inicio), igualmente puedes prepara yerba con una distinta especialización.</style>;
ToolTips/YerbaPriceHelpLong;Text;;"The price affects the yerba rating. You can also sell yerba with minimal profits (budget dedication, market dominance). Also, remember that consumers can pay more for premium yerba and less for low-quality yerba. Also, additives such as caviar, gold, diamonds, and others, make yerba more ""premium"".";"Cena wp?ywa na ocen? yerby. Mo?esz te? sprzedawa? yerbe przy minimalnych zyskach (po?wi?cenie bud?etu, dominacja rynku). Pami?taj te?, ?e konsumenci s? w stanie zap?aci? wi?cej za yerbe premium, a mniej za yerbe niskiej jako?ci. Dodatkowo dodatki typu: kawior, z?oto, diamenty i inne czyni? yerbe bardziej ""premium"".";"El precio afecta el puntaje de la yerba. Tambien puedes vender yerba con minima ganancia (dedicación de presupuesto, dominación del mercado). Tambien, recuerda que el consumidor paga más por yerba premium y menos por yerba de baja calidad. Tambien, aditivos como caviar, oro, diamantes, y otros, hacen a la yerba más ""premium"".";
ToolTips/YerbaPriceHelpShort;Text;;The price cannot be too high or too low, adjust the price of the product. Besides, the price must be within the range on the left side (next to the field for entering the price).;Cena nie mo?e by? za wysoka ani za niska, dopasuj cen? do produktu. Dodatkowo cena musi mie?ci? si? w wide?kach po lewej stronie (obok pola na wpisanie ceny).;El precio no puede ser muy bajo o muy alto, ajusta el precio del producto. Aparte, el precio debe estar en el rango del lado izquierdo (al lado del campo para introducir el precio).;
ToolTips/YerbaSmokeSpecializationHelpShort;Text;;In the game you can dry yerba with <style=Important>fire or hot air</style>, you can choose your specialization <style=Important>(more experience at the start), you can still use a different drying method than specialization.</style>;W grze mo?na suszy? yerbe za pomoc? <style=Important>ognia lub gor?cego powietrza</style>, mo?esz wybra? swoj? specjalizacj? <style=Important>(wi?ksze do?wiadczenie na start), nadal mo?na korzysta? z innej metody suszenia ni? specjalizacja.</style>;En el juego puedes secar yerba con <style=Important>fuego o aire caliente</style>, puedes elegir tu especialización <style=Important>(más experiencia al inicio), igualmente puedes utilizar un metodo de secado distinto al de tu especialización.</style>;
YerbaAdditive/0Additive;Text;;Nothing;Nic;Nada;Nada
YerbaAdditive/100Additive;Text;;Myosotis;Niezapominajka;Nomeolvides;
YerbaAdditive/101Additive;Text;;Basil;Bazylia;Albahaca;
YerbaAdditive/102Additive;Text;;Olive;Oliwka;Oliva;
YerbaAdditive/103Additive;Text;;Almond;Migda?;Almendra;
YerbaAdditive/104Additive;Text;;Peanut;Orzech Arachidowy;Maní;
YerbaAdditive/105Additive;Text;;Brazil Nut;Orzech Brazylijski;Nuez de Brasil;
YerbaAdditive/106Additive;Text;;Macadamia;Makadamia;Nuez de Macadamia;
YerbaAdditive/107Additive;Text;;Acorn;?o??d?;Bellota;
YerbaAdditive/108Additive;Text;;Cheese;Ser;Queso;
YerbaAdditive/109Additive;Text;;Blue Cheese;Ser Ple?niowy;Queso Azul;
YerbaAdditive/10Additive;Text;;Lime;Limonka;Lima;
YerbaAdditive/110Additive;Text;;Bacon;Boczek;Tocino;
YerbaAdditive/111Additive;Text;;Butter;Mas?o;Manteca;
YerbaAdditive/112Additive;Text;;Chestnut;Kasztan;Castaña;
YerbaAdditive/113Additive;Text;;Cookie;Ciastko;Galletita;
YerbaAdditive/114Additive;Text;;Ice Cream;Lody;Helado;
YerbaAdditive/115Additive;Text;;Jelly;Galaretka;Gelatina;
YerbaAdditive/116Additive;Text;;Oyster;Ostryga;Ostra;
YerbaAdditive/117Additive;Text;;Spinach;Szpinak;Espinaca;
YerbaAdditive/118Additive;Text;;Sushi;Sushi;Sushi;
YerbaAdditive/119Additive;Text;;Pizza;Pizza;Pizza;
YerbaAdditive/11Additive;Text;;Plum;?liwka;Ciruela;
YerbaAdditive/120Additive;Text;;Caviar;Kawior;Caviar;
YerbaAdditive/121Additive;Text;;Cappuccino;Cappuccino;Cappuccino;
YerbaAdditive/122Additive;Text;;Donair;Kebab;Donair;
YerbaAdditive/123Additive;Text;;Fugu Fish;Ryba Fugu;Pez Globo;
YerbaAdditive/124Additive;Text;;Rice;Ry?;Arroz;
YerbaAdditive/125Additive;Text;;Rosemary;Rozmaryn;Romero;
YerbaAdditive/126Additive;Text;;Beet;Burak;Remolacha;
YerbaAdditive/127Additive;Text;;Brussels Sprouts;Brukselka;Repollitos de Brucelas;
YerbaAdditive/128Additive;Text;;Cherry Tomato;Pomidor Koktaljowy;Tomate Cherry;
YerbaAdditive/129Additive;Text;;Silver;Srebro;Plata;
YerbaAdditive/12Additive;Text;;Watermelon;Arbuz;Sandia;
YerbaAdditive/130Additive;Text;;Gold;Z?oto;Oro;
YerbaAdditive/131Additive;Text;;Diamond;Diament;Diamante;
YerbaAdditive/132Additive;Text;;Uranium Ore;Ruda Uranu;Mineral de Uranio;
YerbaAdditive/133Additive;Text;;Corn;Kukurydza;Maíz;
YerbaAdditive/134Additive;Text;;Donut;P?czek;Dona;
YerbaAdditive/135Additive;Text;;Fuchsia;Fuksja;Fucsia;
YerbaAdditive/136Additive;Text;;Iris;Irys;Lirio;
YerbaAdditive/137Additive;Text;;Lotus;Lotos;Loto;
YerbaAdditive/138Additive;Text;;PanCake;Nale?nik;Panqueque;
YerbaAdditive/139Additive;Text;;Chamomile;Rumianek;Manzanilla;
YerbaAdditive/13Additive;Text;;Red Grape;Czerwone Winogrono;Uva Roja;
YerbaAdditive/140Additive;Text;;Lapacho;Lapacho;Lapacho;
YerbaAdditive/141Additive;Text;;Catuaba;Catuaba;Catuaba;
YerbaAdditive/142Additive;Text;;Ilex Guayusa;Ilex Guayusa;Guayusa;
YerbaAdditive/143Additive;Text;;Boldo;Boldo;Boldo;
YerbaAdditive/14Additive;Text;;Dark Grape;Ciemne Winogrono;Uva Negra;
YerbaAdditive/15Additive;Text;;Green Grape;Zielone Winogrono;Uva Verde;
YerbaAdditive/16Additive;Text;;Kiwi;Kiwi;Kiwi;
YerbaAdditive/17Additive;Text;;Apricot;Morela;Damasco;
YerbaAdditive/18Additive;Text;;Peach;Brzoskwinia;Durazno;
YerbaAdditive/19Additive;Text;;UFO Peach;UFO Brzoskwinia;Durazano Paraguayo;
YerbaAdditive/1Additive;Text;;Red Apple;Czerwone Jab?ko;Manzana Roja;
YerbaAdditive/20Additive;Text;;Raspberry;Malina;Frambuesa;
YerbaAdditive/21Additive;Text;;Strawberry;Truskawka;Frutilla;
YerbaAdditive/22Additive;Text;;Cherry;Wi?nia;Cereza;
YerbaAdditive/23Additive;Text;;Blueberry;Borówka Ameryka?ska;Arandano;
YerbaAdditive/24Additive;Text;;Blackberry;Je?yna;Mora;
YerbaAdditive/25Additive;Text;;Wild Strawberry;Poziomka;Frutilla Silvestre;
YerbaAdditive/26Additive;Text;;Red Currant;Czerwona Porzeczka;Grosella;
YerbaAdditive/27Additive;Text;;Date;Daktyl;Datil;
YerbaAdditive/28Additive;Text;;Gooseberry;Agrest;Uva Crispa;
YerbaAdditive/29Additive;Text;;Avocado;Awokado;Aguacate;
YerbaAdditive/2Additive;Text;;Pear;Gruszka;Pera;
YerbaAdditive/30Additive;Text;;Coconut;Kokos;Coco;
YerbaAdditive/31Additive;Text;;Mango;Mango;Mango;
YerbaAdditive/32Additive;Text;;Pineapple;Ananas;Anana;
YerbaAdditive/33Additive;Text;;Pomelo;Pomelo;Pomelo;
YerbaAdditive/34Additive;Text;;Papaya;Papaja;Papaya;
YerbaAdditive/35Additive;Text;;Melon;Melon;Melón;
YerbaAdditive/36Additive;Text;;Quince;Pigwa;Mebrillo;
YerbaAdditive/37Additive;Text;;Granat;Granat;Granada;
YerbaAdditive/38Additive;Text;;Fig;Figa;Higo;
YerbaAdditive/39Additive;Text;;Lychee;Liczi;Lichi;
YerbaAdditive/3Additive;Text;;Green Apple;Zielone Jab?ko;Manzana Verde;
YerbaAdditive/40Additive;Text;;Rhubarb;Rabarbar;Ruibarbo;
YerbaAdditive/41Additive;Text;;Barberry;Berberys;Barberi;
YerbaAdditive/42Additive;Text;;Rowanberry;Jarz?bina;Azarollo;
YerbaAdditive/43Additive;Text;;Dog Rose;Dzika Ró?a;Rosa Canina;
YerbaAdditive/44Additive;Text;;Pitahaya;Pitaja;Fruta del Dragón;
YerbaAdditive/45Additive;Text;;Carambola;Karambola;Carambola;
YerbaAdditive/46Additive;Text;;Durian;Durian;Durián;
YerbaAdditive/47Additive;Text;;Rambutan;Rambutan;Rambután;
YerbaAdditive/48Additive;Text;;Annona;Annona;Annona;
YerbaAdditive/49Additive;Text;;Persimmon;Kaki (Persymona);Caqui;
YerbaAdditive/4Additive;Text;;Yellow Pear;?ó?ta Gruszka;Pera Amarilla;
YerbaAdditive/50Additive;Text;;Passion Fruit;Marakuja;Fruta de la Pasión;
YerbaAdditive/51Additive;Text;;Pepino Melon;Melon Pepino;Melon de Arbol;
YerbaAdditive/52Additive;Text;;Horned Melon;Ogórek Kiwano;Kiwano;
YerbaAdditive/53Additive;Text;;Kumquat;Kumkwat;Naranjo Enano;
YerbaAdditive/54Additive;Text;;Mangosteen;Mangostan;Mangostán;
YerbaAdditive/55Additive;Text;;Tamarillo;Tamarillo;Tamarillo;
YerbaAdditive/56Additive;Text;;Snake Fruit;Salak (W??owy Owoc);Salak;
YerbaAdditive/57Additive;Text;;Physalis;Physalis;Uchuva;
YerbaAdditive/58Additive;Text;;Noni;Noni (Morwa Indyjska);Noni;
YerbaAdditive/59Additive;Text;;Jack Fruit;D?akfrut;Yaca;
YerbaAdditive/5Additive;Text;;Banana;Banan;Banana;
YerbaAdditive/60Additive;Text;;Chive;Szczypiorek;Cebollín;
YerbaAdditive/61Additive;Text;;Carrot;Marchewka;Zanahoria;
YerbaAdditive/62Additive;Text;;Pumpkin;Dynia;Zapallo;
YerbaAdditive/63Additive;Text;;Onion;Cebula;Cebolla;
YerbaAdditive/64Additive;Text;;Chili Pepper;Papryka Chili;Pimiento;
YerbaAdditive/65Additive;Text;;Garlic;Czosnek;Ajo;
YerbaAdditive/66Additive;Text;;Guarana;Guarana;Guarana;
YerbaAdditive/67Additive;Text;;Honey;Miód;Miel;
YerbaAdditive/68Additive;Text;;Coffee;Kawa;Café;
YerbaAdditive/69Additive;Text;;Cinnamon;Cynamon;Canela;
YerbaAdditive/6Additive;Text;;Lemon;Cytryna;Limón;
YerbaAdditive/70Additive;Text;;Stevia;Stewia;Stevia;
YerbaAdditive/71Additive;Text;;Tea;Herbata;Té;
YerbaAdditive/72Additive;Text;;Chocolate;Czekolada;Chocolate;
YerbaAdditive/73Additive;Text;;Cactus;Kaktus;Cactus;
YerbaAdditive/74Additive;Text;;Mint;Mi?ta;Menta;
YerbaAdditive/75Additive;Text;;Ginger;Imbir;Gengibre;
YerbaAdditive/76Additive;Text;;Aloe;Aloes;Aloe Vera;
YerbaAdditive/77Additive;Text;;Hop;Chmiel;Lupulo;
YerbaAdditive/78Additive;Text;;Alga;Alga;Alga;
YerbaAdditive/79Additive;Text;;Bamboo;Bambus;Bambú;
YerbaAdditive/7Additive;Text;;Tangerine;Mandarynka;Mandarina;
YerbaAdditive/80Additive;Text;;Milk;Mleko;Leche;
YerbaAdditive/81Additive;Text;;Pumpkin Seeds;Pestki Dyni;Semillas de Zapallo;
YerbaAdditive/82Additive;Text;;Sunflower Seeds;Pestki S?onecznika;Semillas de Girasol;
YerbaAdditive/84Additive;Text;;Wine;Wino;Vino;
YerbaAdditive/83Additive;Text;;Beer;Piwo;Cerveza;
YerbaAdditive/85Additive;Text;;Walnut;Orzech W?oski;Nuez;
YerbaAdditive/86Additive;Text;;Wheat;Pszenica;Trigo;
YerbaAdditive/87Additive;Text;;Hazelnut;Orzech Laskowy;Avellana;
YerbaAdditive/88Additive;Text;;Pistachio;Pistacja;Pistacho;
YerbaAdditive/89Additive;Text;;Spruce Branch;?wierk;Rama de Abeto;
YerbaAdditive/8Additive;Text;;Orange;Pomara?cza;Naranja;
YerbaAdditive/90Additive;Text;;Oak Leaf;Li?? D?bu;Hoja de Roble;
YerbaAdditive/91Additive;Text;;Morel;Smardz;Morchella;
YerbaAdditive/92Additive;Text;;Mold;Ple??;Moho;
YerbaAdditive/93Additive;Text;;Yeast;Dro?d?e;Levadura;
YerbaAdditive/94Additive;Text;;Mandrake;Mandragora;Mandrágora;
YerbaAdditive/95Additive;Text;;Hemp;Konopia;Cáñamo;
YerbaAdditive/96Additive;Text;;Lemongrass;Trawa Cytrynowa;Pasto de Limón;
YerbaAdditive/97Additive;Text;;Spices;Przyprawy;Especias;
YerbaAdditive/98Additive;Text;;Rose;Ró?a;Rosa;
YerbaAdditive/99Additive;Text;;Lavenda;Lawenda;Lavanda;
YerbaAdditive/9Additive;Text;;Grapefruit;Grejpfrut;;
